first_name,second_name,id,web_name,now_cost,cost_change_start,element_type,selected_by_percent,team,team_code,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,saves,bonus,bps
Daniel,Ceballos Fernández,469,Ceballos,52,-3,3,3.4,1,3,27,659,0,2,1,10,0,0,0,3,130
Nicolas,Pépé,488,Pépé,91,-4,3,2.3,1,3,47,1006,2,3,1,19,2,0,0,4,158
Reiss,Nelson,489,Nelson,53,-2,3,0.1,1,3,9,242,0,0,2,2,1,0,0,0,27
Joseph,Willock,490,Willock,48,-2,3,0.2,1,3,18,515,0,0,1,9,1,0,0,0,80
Gabriel Teodoro,Martinelli Silva,504,Martinelli,45,0,4,2.0,1,3,20,366,1,1,1,6,1,0,0,1,65
Kieran,Tierney,515,Tierney,54,-1,2,0.4,1,3,5,296,0,0,0,6,1,0,0,0,51
Bukayo,Saka,541,Saka,45,0,3,0.6,1,3,16,494,0,1,2,4,2,0,0,0,56
Emile,Smith Rowe,576,Smith Rowe,45,0,3,0.0,1,3,4,96,0,0,1,0,0,0,0,0,13
Ahmed,El Mohamady,22,El Mohamady,42,-3,2,1.0,2,7,13,431,0,1,0,15,0,0,0,5,102
James,Chester,23,Chester,43,-2,2,0.1,2,7,0,0,0,0,0,0,0,0,0,0,0
Neil,Taylor,24,Taylor,44,-1,2,0.2,2,7,17,613,0,0,2,12,1,0,0,0,98
Kortney,Hause,25,Hause,44,-1,2,0.1,2,7,1,180,0,0,0,5,1,0,0,0,18
Jonathan,Kodjia,26,Kodjia,54,-1,4,0.1,2,7,3,75,0,0,0,5,1,0,0,0,11
Ørjan,Nyland,27,Nyland,43,-2,1,0.2,2,7,2,82,0,0,0,2,0,0,3,0,13
Conor,Hourihane,28,Hourihane,57,-3,3,0.2,2,7,37,633,2,2,2,14,2,0,0,4,138
Jack,Grealish,29,Grealish,63,3,3,12.9,2,7,74,1433,5,4,3,29,4,0,0,8,307
Anwar,El Ghazi,30,El Ghazi,55,0,3,1.3,2,7,57,1088,3,4,3,23,2,0,0,0,186
John,McGinn,31,McGinn,57,2,3,7.2,2,7,61,1537,3,2,3,30,2,0,0,4,253
Andre,Green,32,Green,49,-1,3,0.0,2,7,0,0,0,0,0,0,0,0,0,0,0
Birkir,Bjarnason,33,Bjarnason,45,0,3,0.0,2,7,0,0,0,0,0,0,0,0,0,0,0
Keinan,Davis,34,Davis,43,-2,3,0.3,2,7,6,74,0,0,0,1,0,0,0,0,16
Henri,Lansbury,35,Lansbury,44,-1,3,0.5,2,7,7,105,0,0,0,2,0,0,0,0,21
José Ignacio,Peleteiro Romallo,36,Jota,58,-2,3,0.1,2,7,13,259,0,1,2,3,0,0,0,0,35
Tom,Heaton,94,Heaton,45,0,1,5.3,2,7,45,1530,0,0,3,31,0,0,59,0,295
Matt,Targett,309,Targett,44,-1,2,1.6,2,7,41,993,1,2,2,21,3,0,0,9,230
Wesley,Moraes,428,Wesley,57,-3,4,1.7,2,7,58,1532,4,1,4,28,2,0,0,7,152
Jed,Steer,429,Steer,44,-1,1,0.1,2,7,1,7,0,0,0,0,0,0,0,0,3
Tyrone,Mings,445,Mings,45,0,2,3.6,2,7,43,1372,1,1,3,25,3,0,0,3,274
Ezri,Konsa Ngoyo,452,Konsa,43,-2,2,0.1,2,7,13,465,0,1,1,11,0,0,0,0,84
Bjorn,Engels,455,Engels,45,0,2,0.6,2,7,34,1221,0,0,3,25,1,0,0,4,212
Frédéric,Guilbert,458,Guilbert,44,-1,2,0.9,2,7,41,1244,0,2,4,20,5,0,0,2,222
Mahmoud Ahmed,Ibrahim Hassan,465,Trézéguet,52,-3,3,1.5,2,7,40,902,3,1,1,18,2,1,0,2,113
Douglas Luiz,Soares de Paulo,470,Douglas Luiz,44,-1,3,3.5,2,7,41,961,2,0,4,20,1,0,0,2,167
Lovre,Kalinic,474,Kalinic,44,-1,1,0.1,2,7,0,0,0,0,0,0,0,0,0,0,0
Marvelous,Nakamba,491,Nakamba,44,-1,3,1.0,2,7,22,1002,0,0,1,23,2,0,0,0,168
Steve,Cook,58,Steve Cook,50,0,2,0.2,3,91,43,1260,1,0,3,20,2,0,0,5,242
Nathan,Aké,59,Aké,49,-1,2,8.4,3,91,50,1384,1,1,3,21,1,0,0,5,290
Charlie,Daniels,60,Daniels,43,-2,2,0.1,3,91,3,126,0,0,0,2,0,0,0,0,18
Chris,Mepham,61,Mepham,43,-2,2,0.8,3,91,24,631,1,0,1,12,0,0,0,2,118
Simon,Francis,62,Francis,44,-1,2,0.0,3,91,10,368,0,0,1,7,1,1,0,1,68
Adam,Smith,63,Adam Smith,43,-2,2,0.6,3,91,32,837,0,1,3,12,2,0,0,3,163
Lloyd,Kelly,64,Kelly,44,-1,2,0.1,3,91,0,0,0,0,0,0,0,0,0,0,0
Diego,Rico,65,Rico,44,4,2,14.9,3,91,51,1298,0,2,5,17,5,0,0,5,262
Jack,Simpson,66,Simpson,39,-1,2,7.0,3,91,0,55,0,0,0,3,0,0,0,0,9
Callum,Wilson,67,Callum Wilson,74,-6,4,4.8,3,91,63,1418,5,3,3,25,3,0,0,4,193
Joshua,King,68,King,61,-4,4,4.0,3,91,54,1170,3,3,3,16,0,0,0,6,167
Dominic,Solanke,69,Solanke,52,-3,4,0.3,3,91,23,770,0,0,1,14,1,0,0,0,43
Sam,Surridge,71,Surridge,43,-2,4,0.5,3,91,0,0,0,0,0,0,0,0,0,0,0
Asmir,Begovic,72,Begovic,42,-3,1,0.8,3,91,0,0,0,0,0,0,0,0,0,0,0
Artur,Boruc,73,Boruc,43,-2,1,0.3,3,91,0,0,0,0,0,0,0,0,0,0,0
Mark,Travers,74,Travers,43,-2,1,0.2,3,91,0,0,0,0,0,0,0,0,0,0,0
Ryan,Fraser,75,Fraser,69,-6,3,3.0,3,91,48,1255,1,3,4,19,2,0,0,2,172
David,Brooks,76,Brooks,63,-2,3,0.1,3,91,0,0,0,0,0,0,0,0,0,0,0
Junior,Stanislas,77,Stanislas,59,-1,3,0.0,3,91,0,0,0,0,0,0,0,0,0,0,0
Jordon,Ibe,78,Ibe,46,-4,3,0.2,3,91,2,48,0,0,0,1,0,0,0,0,10
Lewis,Cook,79,Lewis Cook,50,0,3,0.0,3,91,22,597,0,1,2,8,1,0,0,0,92
Andrew,Surman,80,Surman,47,-3,3,0.0,3,91,3,57,0,0,0,1,0,0,0,0,9
Dan,Gosling,81,Gosling,49,-1,3,0.0,3,91,12,236,1,0,1,1,1,0,0,0,37
Jefferson,Lerma,82,Lerma,48,-2,3,0.2,3,91,31,1318,0,1,3,20,7,0,0,2,194
Jack,Stacey,446,Stacey,43,-2,2,0.1,3,91,14,616,0,0,1,9,2,0,0,0,88
Philip,Billing,476,Billing,50,0,3,0.1,3,91,35,1391,0,1,5,20,6,0,0,2,199
Arnaut,Danjuma Groeneveld,492,Danjuma,58,-2,3,0.0,3,91,18,405,0,1,2,6,0,0,0,0,55
Aaron,Ramsdale,494,Ramsdale,46,1,1,5.2,3,91,72,1620,0,1,4,25,0,0,61,10,348
Harry,Wilson,505,Harry Wilson,60,0,3,2.4,3,91,59,873,6,0,2,16,1,0,0,5,190
Christian,Saydee,564,Saydee,45,0,3,0.0,3,91,0,0,0,0,0,0,0,0,0,0,0
Gavin,Kilkenny,565,Kilkenny,45,0,3,0.0,3,91,0,0,0,0,0,0,0,0,0,0,0
Mihai-Alexandru,Dobre,574,Dobre,45,0,3,0.0,3,91,0,0,0,0,0,0,0,0,0,0,0
Shane,Duffy,37,Duffy,48,-2,2,1.0,4,36,23,621,1,0,1,10,0,0,0,0,114
Martín,Montoya,38,Montoya,45,0,2,0.6,4,36,42,1202,0,1,4,18,3,0,0,3,204
Bernardo,Fernandes da Silva Junior,39,Bernardo,43,-2,2,0.1,4,36,3,68,0,0,0,3,0,0,0,0,17
Leon,Balogun,40,Balogun,44,-1,2,0.1,4,36,0,0,0,0,0,0,0,0,0,0,0
Gaëtan,Bong,41,Bong,43,-2,2,0.1,4,36,3,57,0,0,0,3,0,0,0,0,15
Lewis,Dunk,42,Dunk,47,2,2,13.1,4,36,62,1530,2,2,4,24,6,0,0,9,338
Matthew,Clarke,43,Clarke,44,-1,2,0.0,4,36,0,0,0,0,0,0,0,0,0,0,0
Glenn,Murray,44,Murray,55,-5,4,0.8,4,36,15,395,0,0,2,4,0,0,0,0,16
Jürgen,Locadia,45,Locadia,52,-3,4,0.1,4,36,3,85,0,0,1,1,0,0,0,0,5
Florin,Andone,46,Andone,48,-2,4,0.4,4,36,5,71,1,0,0,2,0,1,0,1,20
Mathew,Ryan,47,Ryan,48,3,1,17.2,4,36,70,1620,0,0,4,26,0,0,67,11,391
David,Button,48,Button,40,0,1,20.8,4,36,0,0,0,0,0,0,0,0,0,0,0
Pascal,Groß,49,Groß,64,-1,3,0.6,4,36,53,1149,1,4,3,17,1,0,0,5,223
Alireza,Jahanbakhsh,50,Jahanbakhsh,58,-2,3,0.1,4,36,1,22,0,0,0,0,0,0,0,0,4
José Heriberto,Izquierdo Mena,51,Izquierdo,54,-1,3,0.0,4,36,0,0,0,0,0,0,0,0,0,0,0
Anthony,Knockaert,52,Knockaert,54,-1,3,0.0,4,36,0,0,0,0,0,0,0,0,0,0,0
Yves,Bissouma,53,Bissouma,50,0,3,0.0,4,36,8,262,0,0,0,4,1,0,0,0,36
Davy,Pröpper,54,Pröpper,49,-1,3,0.4,4,36,38,1440,1,1,3,24,3,0,0,0,221
Solomon,March,55,March,46,-4,3,0.2,4,36,21,598,0,1,2,10,1,0,0,3,88
Beram,Kayal,56,Kayal,43,-2,3,0.3,4,36,0,0,0,0,0,0,0,0,0,0,0
Dale,Stephens,57,Stephens,44,-1,3,2.2,4,36,37,1502,0,1,4,23,5,0,0,1,249
Leandro,Trossard,421,Trossard,58,-2,3,0.3,4,36,42,678,2,4,0,15,0,0,0,2,159
Dan,Burn,475,Burn,45,0,2,0.3,4,36,40,1620,0,0,4,26,2,0,0,0,279
Adam,Webster,493,Webster,44,-1,2,0.2,4,36,37,1205,2,0,2,20,2,0,0,2,235
Neal,Maupay,502,Maupay,58,-2,4,1.8,4,36,72,1334,7,0,4,19,1,0,0,12,221
Aaron,Mooy,516,Mooy,48,-2,3,0.2,4,36,26,812,0,1,2,13,0,1,0,3,131
Aaron,Connolly,534,Connolly,46,1,4,1.7,4,36,34,603,2,2,2,11,0,0,0,3,82
Tudor,Baluta,536,Baluta,40,0,2,0.2,4,36,0,0,0,0,0,0,0,0,0,0,0
Steven,Alzate,537,Alzate,45,0,3,0.1,4,36,21,750,0,0,3,11,1,0,0,0,115
Ezequiel,Schelotto,546,Schelotto,40,0,2,0.5,4,36,3,41,0,0,0,2,0,0,0,0,6
Ben,Mee,83,Mee,50,0,2,0.9,5,90,50,1620,0,0,7,29,2,0,0,0,294
James,Tarkowski,84,Tarkowski,51,1,2,4.4,5,90,69,1620,1,2,7,29,4,0,0,9,334
Matthew,Lowton,85,Lowton,43,-2,2,0.5,5,90,28,1080,0,1,3,23,2,0,0,0,186
Phil,Bardsley,86,Bardsley,43,-2,2,0.2,5,90,24,540,0,0,4,6,1,0,0,0,104
Charlie,Taylor,87,Taylor,42,-3,2,0.7,5,90,22,385,0,0,3,0,0,0,0,1,83
Kevin,Long,88,Long,43,-2,2,0.1,5,90,0,0,0,0,0,0,0,0,0,0,0
Ben,Gibson,89,Gibson,39,-1,2,2.7,5,90,0,0,0,0,0,0,0,0,0,0,0
Ashley,Barnes,90,Barnes,62,-3,4,3.1,5,90,57,1222,6,0,8,17,4,0,0,6,159
Chris,Wood,91,Wood,62,-3,4,1.0,5,90,64,1305,7,0,7,18,1,0,0,8,172
Matej,Vydra,92,Vydra,53,-2,4,0.1,5,90,8,83,0,1,0,1,0,0,0,0,18
Nick,Pope,93,Pope,47,2,1,14.6,5,90,69,1620,0,0,7,29,0,0,48,7,352
Joe,Hart,95,Hart,43,-2,1,1.2,5,90,0,0,0,0,0,0,0,0,0,0,0
Johann Berg,Gudmundsson,96,Gudmundsson,59,-1,3,0.4,5,90,17,309,1,0,3,2,0,0,0,1,58
Dwight,McNeil,97,McNeil,60,0,3,0.7,5,90,62,1539,1,5,8,27,2,0,0,1,246
Robbie,Brady,98,Brady,55,0,3,0.0,5,90,23,279,1,2,0,7,1,0,0,0,85
Steven,Defour,99,Defour,55,0,3,0.0,5,90,0,0,0,0,0,0,0,0,0,0,0
Jeff,Hendrick,100,Hendrick,54,-1,3,0.1,5,90,46,1172,2,1,6,23,5,0,0,4,149
Ashley,Westwood,101,Westwood,54,-1,3,0.3,5,90,50,1350,0,5,7,18,6,0,0,4,222
Jack,Cork,102,Cork,49,-1,3,0.2,5,90,37,1382,0,0,6,26,0,0,0,0,173
Daniel,Drinkwater,120,Drinkwater,44,-1,3,0.7,5,90,1,58,0,0,0,2,0,0,0,0,4
Aaron,Lennon,430,Lennon,47,-3,3,0.1,5,90,12,385,0,0,0,12,2,0,0,0,39
Erik,Pieters,447,Pieters,45,0,2,6.4,5,90,42,1233,0,3,3,29,1,0,0,7,226
Jay,Rodriguez,451,Rodriguez,57,-3,4,0.2,5,90,36,603,3,0,0,21,1,0,0,3,104
Bailey,Peacock-Farrell,495,Peacock-Farrell,44,-1,1,0.1,5,90,0,0,0,0,0,0,0,0,0,0,0
Mace,Goodridge,571,Goodridge,45,0,3,0.0,5,90,0,0,0,0,0,0,0,0,0,0,0
Anthony,Driscoll-Glennon,572,Driscoll-Glennon,40,0,2,0.0,5,90,0,0,0,0,0,0,0,0,0,0,0
Marcos,Alonso,103,Alonso,60,-5,2,2.5,6,8,47,588,1,3,4,4,3,0,0,5,181
Antonio,Rüdiger,104,Rüdiger,60,0,2,0.2,6,8,8,225,0,0,1,1,1,0,0,0,45
César,Azpilicueta,105,Azpilicueta,58,-2,2,4.9,6,8,42,1429,0,2,3,24,0,0,0,1,280
Emerson,Palmieri dos Santos,107,Emerson,55,0,2,0.8,6,8,16,792,0,0,1,15,1,0,0,0,153
Andreas,Christensen,108,Christensen,49,-1,2,0.6,6,8,11,671,0,0,1,15,2,0,0,0,121
Davide,Zappacosta,109,Zappacosta,43,-2,2,0.2,6,8,0,0,0,0,0,0,0,0,0,0,0
Olivier,Giroud,110,Giroud,66,-4,4,1.0,6,8,7,190,0,0,1,5,0,0,0,0,16
Kepa,Arrizabalaga,111,Kepa,55,0,1,5.4,6,8,48,1620,0,0,4,25,0,0,33,0,287
Willy,Caballero,112,Caballero,48,-2,1,0.2,6,8,0,0,0,0,0,0,0,0,0,0,0
Willian,Borges Da Silva,113,Willian,70,0,3,2.9,6,8,75,1187,4,3,6,12,2,0,0,12,315
Pedro,Rodríguez Ledesma,114,Pedro,68,-2,3,1.2,6,8,9,304,0,0,1,6,0,0,0,0,38
Ruben,Loftus-Cheek,115,Loftus-Cheek,63,-2,3,0.1,6,8,0,0,0,0,0,0,0,0,0,0,0
Callum,Hudson-Odoi,116,Hudson-Odoi,54,-6,3,0.5,6,8,24,298,0,3,1,5,1,0,0,3,85
Ross,Barkley,117,Barkley,56,-4,3,1.3,6,8,9,335,0,0,1,5,0,0,0,0,38
Jorge Luiz,Frello Filho,118,Jorginho,50,0,3,3.4,6,8,46,1187,1,3,3,19,6,0,0,5,280
N'Golo,Kanté,119,Kanté,50,0,3,4.7,6,8,38,854,3,0,2,12,1,0,0,2,171
Ethan,Ampadu,121,Ampadu,44,-1,3,0.0,6,8,0,0,0,0,0,0,0,0,0,0,0
Christian,Pulisic,431,Pulisic,73,-2,3,10.0,6,8,66,981,5,3,2,18,0,0,0,5,215
Mateo,Kovacic,432,Kovacic,53,-2,3,1.2,6,8,46,1241,1,3,2,21,5,0,0,4,304
Kurt,Zouma,459,Zouma,47,-3,2,2.0,6,8,33,1443,0,0,3,23,2,0,0,1,244
Tammy,Abraham,460,Abraham,79,9,4,35.9,6,8,101,1300,11,3,5,18,2,0,0,19,323
Michy,Batshuayi,461,Batshuayi,66,-4,4,0.5,6,8,23,118,1,2,0,4,0,0,0,1,57
Robert Kenedy,Nunes do Nascimento,462,Kenedy,53,-2,3,0.0,6,8,0,0,0,0,0,0,0,0,0,0,0
Mason,Mount,463,Mount,65,5,3,24.3,6,8,74,1504,5,2,4,23,2,0,0,6,268
Reece,James,506,James,50,0,2,0.5,6,8,19,421,0,1,1,6,0,0,0,1,112
Fikayo,Tomori,529,Tomori,48,3,2,4.6,6,8,46,1080,1,0,4,13,2,0,0,7,237
Billy,Gilmour,533,Gilmour,45,0,3,0.0,6,8,2,9,0,0,0,1,0,0,0,0,5
Addji Keaninkin Marc-Israel,Guehi,545,Guehi,40,0,2,0.1,6,8,0,0,0,0,0,0,0,0,0,0,0
Patrick,van Aanholt,123,van Aanholt,55,0,2,6.0,7,31,53,1378,2,0,4,19,0,0,0,3,256
James,Tomkins,124,Tomkins,50,0,2,0.5,7,31,30,892,0,1,3,12,2,0,0,2,161
Mamadou,Sakho,125,Sakho,50,0,2,0.1,7,31,2,240,0,0,0,5,0,1,0,0,28
Joel,Ward,126,Ward,43,-2,2,1.4,7,31,38,1102,0,1,3,15,2,0,0,5,197
Scott,Dann,127,Dann,43,-2,2,0.2,7,31,15,335,0,1,1,2,0,0,0,0,71
Martin,Kelly,128,Kelly,44,4,2,32.0,7,31,54,1044,0,1,6,8,0,0,0,4,225
Christian,Benteke,129,Benteke,57,-3,4,0.6,7,31,17,486,0,0,1,7,2,0,0,0,53
Connor,Wickham,130,Wickham,44,-1,4,2.3,7,31,2,15,0,0,0,0,0,0,0,0,3
Vicente,Guaita,131,Guaita,51,1,1,3.2,7,31,71,1440,0,0,6,16,1,0,48,10,317
Wayne,Hennessey,132,Hennessey,43,-2,1,0.6,7,31,6,180,0,0,0,4,0,0,13,0,42
Wilfried,Zaha,133,Zaha,68,-2,3,13.3,7,31,62,1555,3,2,5,20,3,0,0,4,178
Luka,Milivojevic,134,Milivojevic,67,-3,3,2.4,7,31,49,1515,2,0,6,19,7,0,0,6,219
Andros,Townsend,135,Townsend,56,-4,3,1.2,7,31,33,778,1,1,3,12,0,0,0,0,138
Max,Meyer,136,Meyer,52,-3,3,0.1,7,31,8,198,0,0,1,2,1,0,0,0,19
Jeffrey,Schlupp,137,Schlupp,55,0,3,0.1,7,31,40,856,2,1,4,12,2,0,0,3,121
James,McArthur,138,McArthur,52,-3,3,0.7,7,31,50,1462,0,3,7,13,2,0,0,2,220
Cheikhou,Kouyaté,139,Kouyaté,49,-1,3,0.2,7,31,40,1319,0,1,6,16,1,0,0,0,137
Luke,Dreher,140,Dreher,44,-1,3,0.1,7,31,0,0,0,0,0,0,0,0,0,0,0
James,McCarthy,157,McCarthy,44,-1,3,0.6,7,31,12,347,0,0,0,6,3,0,0,0,46
Jordan,Ayew,468,Ayew,50,0,4,6.6,7,31,58,1392,4,0,8,15,3,0,0,11,173
Gary,Cahill,503,Cahill,45,0,2,1.4,7,31,31,1080,0,0,3,17,1,0,0,3,198
Víctor,Camarasa,510,Camarasa,45,-5,3,0.2,7,31,1,5,0,0,0,0,0,0,0,0,3
Jairo,Riedewald,539,Riedewald,45,0,3,0.0,7,31,2,90,0,0,0,0,0,0,0,0,12
Stephen,Henderson,556,Henderson,40,0,1,0.3,7,31,0,0,0,0,0,0,0,0,0,0,0
Sam,Woods,578,Woods,40,0,2,0.0,7,31,0,0,0,0,0,0,0,0,0,0,0
Tyrick,Mitchell,579,Mitchell,40,0,2,0.0,7,31,0,0,0,0,0,0,0,0,0,0,0
Brandon,Pierrick,580,Pierrick,45,0,3,0.0,7,31,0,0,0,0,0,0,0,0,0,0,0
James,Daly,581,Daly,45,0,4,0.0,7,31,0,0,0,0,0,0,0,0,0,0,0
Alex,Iwobi,17,Iwobi,56,-4,3,1.1,8,11,35,1039,1,0,1,21,0,0,0,2,155
Lucas,Digne,141,Digne,57,-3,2,11.6,8,11,53,1527,0,3,4,28,2,0,0,7,305
Yerry,Mina,142,Mina,53,-2,2,2.1,8,11,40,1440,0,0,4,25,1,0,0,4,256
Michael,Keane,143,Keane,53,-2,2,2.3,8,11,42,1279,1,0,3,25,0,0,0,3,216
Seamus,Coleman,144,Coleman,53,-2,2,1.2,8,11,21,779,0,1,2,14,3,1,0,2,138
Leighton,Baines,145,Baines,49,-1,2,0.2,8,11,6,73,0,1,0,1,0,0,0,0,22
Cenk,Tosun,146,Tosun,57,-3,4,0.1,8,11,12,288,1,0,1,4,0,0,0,0,41
Dominic,Calvert-Lewin,147,Calvert-Lewin,57,-3,4,1.4,8,11,49,947,5,0,3,18,2,0,0,5,158
Jordan,Pickford,148,Pickford,53,-2,1,7.1,8,11,55,1620,0,0,4,29,0,0,47,3,306
Maarten,Stekelenburg,149,Stekelenburg,40,0,1,8.1,8,11,0,0,0,0,0,0,0,0,0,0,0
Richarlison,de Andrade,150,Richarlison,79,-1,3,9.6,8,11,82,1547,6,3,4,28,4,0,0,7,254
Gylfi,Sigurdsson,151,Sigurdsson,73,-7,3,2.6,8,11,40,1236,1,1,3,23,2,0,0,0,183
Bernard,Anício Caldeira Duarte,152,Bernard,64,-1,3,0.6,8,11,36,576,2,1,4,6,2,0,0,5,108
Theo,Walcott,153,Walcott,62,-3,3,0.4,8,11,20,519,0,1,1,7,1,0,0,0,43
Tom,Davies,154,Davies,53,-2,3,0.2,8,11,30,822,1,1,2,15,4,0,0,3,105
Ademola,Lookman,155,Lookman,50,0,3,0.0,8,11,0,0,0,0,0,0,0,0,0,0,0
Idrissa,Gueye,156,Gueye,50,0,3,0.0,8,11,0,0,0,0,0,0,0,0,0,0,0
Morgan,Schneiderlin,158,Schneiderlin,44,-1,3,0.7,8,11,13,737,0,0,1,14,3,1,0,0,86
Fabian,Delph,205,Delph,53,-2,2,0.2,8,11,12,629,0,0,1,14,2,0,0,0,105
André Filipe,Tavares Gomes,422,André Gomes,52,-3,3,0.3,8,11,13,584,0,0,2,8,3,0,0,0,71
Lewis,Gibson,477,Gibson,43,-2,2,0.1,8,11,0,0,0,0,0,0,0,0,0,0,0
Mason,Holgate,478,Holgate,44,-1,2,0.3,8,11,24,828,0,2,1,16,2,0,0,1,156
Jonas,Lössl,479,Lössl,43,-2,1,0.3,8,11,0,0,0,0,0,0,0,0,0,0,0
Moise,Kean,496,Kean,64,-6,4,1.4,8,11,18,357,0,1,0,10,0,0,0,0,36
Jean-Philippe,Gbamin,497,Gbamin,48,-2,3,0.0,8,11,4,135,0,0,1,0,0,0,0,0,14
Djibril,Sidibé,511,Sidibé,53,-2,2,0.3,8,11,34,760,0,3,2,13,2,0,0,4,166
Beni,Baningime,557,Baningime,45,0,3,0.0,8,11,0,0,0,0,0,0,0,0,0,0,0
Anthony,Gordon,561,Gordon,45,0,4,0.0,8,11,0,0,0,0,0,0,0,0,0,0,0
Oumar,Niasse,570,Niasse,45,0,4,0.0,8,11,1,1,0,0,0,0,0,0,0,0,2
Rhu-endly,Martina,577,Cuco Martina,40,0,2,0.0,8,11,0,0,0,0,0,0,0,0,0,0,0
Ricardo Domingos,Barbosa Pereira,159,Pereira,65,5,2,17.0,9,13,86,1620,2,1,7,14,1,0,0,10,364
Benjamin,Chilwell,161,Chilwell,58,3,2,12.4,9,13,69,1339,1,3,6,12,1,0,0,3,304
Jonny,Evans,162,Evans,52,2,2,5.8,9,13,78,1591,1,2,7,14,3,0,0,7,377
Christian,Fuchs,163,Fuchs,43,-2,2,0.3,9,13,11,274,0,0,1,2,0,0,0,0,52
Çaglar,Söyüncü,164,Söyüncü,51,6,2,20.0,9,13,73,1620,1,1,7,14,4,0,0,6,394
Wes,Morgan,165,Morgan,41,-4,2,0.7,9,13,4,56,0,0,0,0,0,0,0,0,15
Jamie,Vardy,166,Vardy,101,11,4,51.4,9,13,142,1620,17,5,7,14,2,0,0,25,524
Kelechi,Iheanacho,167,Iheanacho,57,-3,4,0.4,9,13,22,129,2,2,0,2,1,0,0,5,79
Kasper,Schmeichel,168,Schmeichel,54,4,1,14.8,9,13,75,1620,0,0,7,14,0,0,47,2,337
Eldin,Jakupovic,169,Jakupovic,43,-2,1,0.1,9,13,0,0,0,0,0,0,0,0,0,0,0
Danny,Ward,170,Ward,43,-2,1,0.2,9,13,0,0,0,0,0,0,0,0,0,0,0
James,Maddison,171,Maddison,78,8,3,27.2,9,13,90,1502,5,5,6,13,1,0,0,11,351
Harvey,Barnes,172,Barnes,59,-1,3,0.8,9,13,58,1007,1,6,5,7,0,0,0,3,163
Rachid,Ghezzal,173,Ghezzal,52,-3,3,0.0,9,13,0,0,0,0,0,0,0,0,0,0,0
Marc,Albrighton,174,Albrighton,52,-3,3,0.2,9,13,12,230,0,1,0,3,1,0,0,0,63
Demarai,Gray,175,Gray,51,-4,3,0.3,9,13,17,277,0,2,0,2,1,0,0,0,51
Wilfred,Ndidi,176,Ndidi,50,0,3,2.7,9,13,53,1530,2,0,7,13,3,0,0,5,283
Matty,James,177,James,43,-2,3,0.2,9,13,0,0,0,0,0,0,0,0,0,0,0
Daniel,Amartey,178,Amartey,43,-2,3,0.3,9,13,0,0,0,0,0,0,0,0,0,0,0
Nampalys,Mendy,179,Mendy,43,-2,3,1.1,9,13,1,1,0,0,0,0,0,0,0,0,2
Hamza,Choudhury,180,Choudhury,43,-2,3,0.8,9,13,15,339,0,1,1,4,1,0,0,0,67
Ayoze,Pérez,265,Pérez,61,-4,3,4.7,9,13,59,943,4,2,5,8,0,0,0,2,175
James,Justin,433,Justin,48,-2,2,0.1,9,13,5,20,0,1,0,0,0,0,0,0,20
Youri,Tielemans,448,Tielemans,65,0,3,7.2,9,13,71,1575,3,3,7,14,0,0,0,4,295
Andy,King,480,King,43,-2,3,0.3,9,13,0,0,0,0,0,0,0,0,0,0,0
Dennis,Praet,517,Praet,53,-2,3,0.1,9,13,24,485,0,2,1,4,0,0,0,0,106
Andrew,Robertson,181,Robertson,70,0,2,19.6,10,14,73,1456,1,5,3,14,0,0,0,8,355
Trent,Alexander-Arnold,182,Alexander-Arnold,72,2,2,28.9,10,14,74,1482,1,7,3,14,4,0,0,7,364
Virgil,van Dijk,183,van Dijk,64,-1,2,39.3,10,14,73,1530,3,0,4,14,1,0,0,7,332
Joseph,Gomez,184,Gomez,51,-4,2,0.9,10,14,20,287,0,0,2,1,1,0,0,2,78
Joel,Matip,185,Matip,52,-3,2,1.3,10,14,32,630,1,0,2,5,0,0,0,4,141
Dejan,Lovren,186,Lovren,53,-2,2,0.3,10,14,16,669,0,1,0,8,1,0,0,0,130
Roberto,Firmino,187,Firmino,92,-3,4,7.8,10,14,75,1355,4,5,6,9,0,0,0,12,290
Divock,Origi,188,Origi,52,-3,4,2.8,10,14,39,362,3,2,0,9,0,0,0,6,145
Alisson,Ramses Becker,189,Alisson,60,0,1,7.6,10,14,24,743,0,0,2,6,0,1,18,0,139
Simon,Mignolet,190,Mignolet,45,0,1,0.0,10,14,0,0,0,0,0,0,0,0,0,0,0
Mohamed,Salah,191,Salah,122,-3,3,22.2,10,14,104,1190,9,4,6,8,0,0,0,13,282
Sadio,Mané,192,Mané,122,7,3,36.2,10,14,115,1326,9,7,4,12,1,0,0,15,333
Alex,Oxlade-Chamberlain,193,Chamberlain,62,-3,3,0.6,10,14,25,507,1,0,3,3,0,0,0,0,83
Xherdan,Shaqiri,194,Shaqiri,63,-2,3,0.3,10,14,13,173,1,0,1,2,0,0,0,0,46
Adam,Lallana,195,Lallana,58,-2,3,0.1,10,14,15,205,1,0,0,4,0,0,0,1,57
Naby,Keita,196,Keita,58,-2,3,0.3,10,14,16,104,1,1,1,0,0,0,0,3,56
Fabio Henrique,Tavares,197,Fabinho,54,-1,3,1.1,10,14,32,1006,1,1,2,10,5,0,0,4,199
Jordan,Henderson,198,Henderson,54,-1,3,1.0,10,14,48,1085,1,2,6,8,1,0,0,3,234
